Scenario,Region,Variable,Type,Year,Value
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2005,1725.168
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2006,1855.169
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2007,1870.362
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2008,1917.388
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2009,1861.5
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2010,1908.777
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2011,1972.19
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2012,2089.118
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2013,2250.1
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2014,3497.7
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2015,2120.298
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2016,2127.448
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2017,1158.511
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2018,1837.126
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2019,1844.108
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2020,1631.825
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2021,1631.824
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2022,1807.0229
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2023,1807.0242
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2024,1807.0228
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2025,1807.0241
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2026,1807.0228
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2027,1807.0229
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2028,1807.0228
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2029,1807.0229
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2030,1807.024
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2031,1801.6367
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2032,1788.0174
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2033,1786.062
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2034,1782.5503
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2035,1780.1917
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2036,1800.0056
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2037,1802.1981
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2038,1833.44
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2039,1836.9159
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2040,1832.7877
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2041,1843.8211
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2042,1838.9723
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2043,1904.379
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2044,1899.511
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2045,1901.9755
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2046,2094.9637
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2047,2137.7179
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2048,2035.3227
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2049,1870.1956
Current Policies,Alberta,Biomass / Geothermal,Primary Fuel,2050,1878.6381
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2005,2863.407
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2006,2948.704
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2007,2948.704
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2008,2467.383
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2009,2162.837
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2010,3810.735
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2011,4110.999
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2012,4034.091
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2013,3821.901
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2014,5856.074
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2015,3658.621
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2016,4486.414
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2017,1858.063
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2018,3319.555
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2019,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2020,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2021,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2022,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2023,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2024,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2025,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2026,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2027,3275.152
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2028,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2029,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2030,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2031,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2032,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2033,3275.152
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2034,3275.152
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2035,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2036,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2037,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2038,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2039,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2040,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2041,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2042,3275.151
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2043,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2044,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2045,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2046,3275.149
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2047,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2048,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2049,3275.15
Current Policies,British Columbia,Biomass / Geothermal,Primary Fuel,2050,3275.149
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2005,6997.434
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2006,7143.378
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2007,6971.018
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2008,6319.814
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2009,6057.391
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2010,8266.523
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2011,8716.895
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2012,9038.921
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2013,9208.175
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2014,11997.93
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2015,8462.341
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2016,10240.42
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2017,6300.356
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2018,9260.965
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2019,8892.72
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2020,7631.891
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2021,7732.25
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2022,7931.2229
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2023,8034.8435
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2024,8052.636
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2025,8113.649
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2026,8226.906
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2027,8265.5339
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2028,8308.3856
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2029,8349.916
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2030,8391.0648
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2031,8426.9219
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2032,8381.5643
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2033,8422.8468
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2034,8461.5882
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2035,8507.8955
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2036,8569.3424
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2037,8612.225
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2038,8684.1838
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2039,8730.2708
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2040,8771.9066
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2041,8834.884
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2042,8876.7634
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2043,9019.1239
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2044,9056.9781
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2045,9102.4384
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2046,9345.0936
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2047,9384.2108
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2048,9328.0625
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2049,9273.4677
Current Policies,Canada,Biomass / Geothermal,Primary Fuel,2050,9335.0889
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2005,27.33
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2006,32
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2007,27
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2008,38
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2009,0
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2010,0
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2011,0
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2012,39
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2013,42
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2014,64.4
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2015,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2016,108
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2017,56
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2018,46
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2019,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2020,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2021,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2022,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2023,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2024,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2025,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2026,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2027,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2028,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2029,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2030,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2031,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2032,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2033,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2034,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2035,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2036,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2037,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2038,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2039,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2040,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2041,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2042,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2043,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2044,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2045,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2046,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2047,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2048,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2049,82
Current Policies,Manitoba,Biomass / Geothermal,Primary Fuel,2050,82
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2005,610
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2006,610
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2007,562
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2008,647
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2009,576
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2010,585
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2011,569
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2012,578.9999
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2013,558
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2014,474.7
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2015,309
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2016,328
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2017,270
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2018,508
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2019,505
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2020,505.0004
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2021,505.0003
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2022,504.9997
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2023,504.9996
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2024,504.9998
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2025,505.0001
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2026,504.9999
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2027,505.0006
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2028,505.0002
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2029,505.0001
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2030,504.9997
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2031,505.0003
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2032,505.0003
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2033,505.0004
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2034,505.0004
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2035,504.9997
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2036,505.0004
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2037,505.0002
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2038,504.9996
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2039,505
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2040,510.9626
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2041,510.9623
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2042,510.9622
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2043,510.9626
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2044,510.9624
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2045,510.9627
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2046,516.9199
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2047,522.8765
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2048,528.7456
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2049,534.5275
Current Policies,New Brunswick,Biomass / Geothermal,Primary Fuel,2050,540.0464
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2005,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2006,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2007,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2008,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2009,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2010,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2011,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2012,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2013,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2014,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2015,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2016,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2017,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2018,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2019,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2020,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2021,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2022,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2023,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2024,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2025,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2026,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2027,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2028,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2029,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2030,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2031,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2032,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2033,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2034,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2035,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2036,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2037,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2038,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2039,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2040,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2041,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2042,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2043,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2044,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2045,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2046,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2047,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2048,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2049,0
Current Policies,Newfoundland and Labrador,Biomass / Geothermal,Primary Fuel,2050,0
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2005,318
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2006,318
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2007,318
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2008,322
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2009,245
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2010,378
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2011,363
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2012,387
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2013,331
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2014,253.9
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2015,427
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2016,395
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2017,288
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2018,487
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2019,314
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2020,107.0972
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2021,126.5067
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2022,137.3338
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2023,140.4609
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2024,140.4609
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2025,132.8051
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2026,204.8211
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2027,202.1
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2028,203.7815
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2029,204.1392
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2030,204.028
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2031,204.0992
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2032,172.3854
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2033,172.8742
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2034,172.2022
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2035,177.5081
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2036,176.0407
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2037,174.3314
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2038,173.2661
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2039,174.3542
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2040,172.0179
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2041,181.1272
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2042,178.2449
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2043,212.2314
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2044,212.2314
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2045,212.2314
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2046,213.2971
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2047,159.0905
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2048,155.0428
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2049,214.872
Current Policies,Nova Scotia,Biomass / Geothermal,Primary Fuel,2050,216.0251
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2005,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2006,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2007,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2008,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2009,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2010,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2011,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2012,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2013,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2014,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2015,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2016,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2017,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2018,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2019,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2020,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2021,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2022,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2023,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2024,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2025,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2026,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2027,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2028,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2029,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2030,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2031,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2032,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2033,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2034,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2035,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2036,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2037,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2038,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2039,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2040,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2041,0
Current Policies,Northwest Territories,Biomass / Geothermal,Primary Fuel,2042,0
