Scenario,Region,Variable,Year,Value
Evolving Policies,Alberta,Exports,2021,350.4
Evolving Policies,Alberta,Net Exports,2021,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2021,954.84
Evolving Policies,British Columbia,Interprovincial In-Flows,2021,854.1
Evolving Policies,British Columbia,Interprovincial Out-Flows,2021,0
Evolving Policies,British Columbia,Imports,2021,1963.279
Evolving Policies,British Columbia,Exports,2021,3113.91
Evolving Policies,British Columbia,Net Exports,2021,1150.631
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2021,-854.1
Evolving Policies,Canada,Interprovincial In-Flows,2021,54180.65
Evolving Policies,Canada,Interprovincial Out-Flows,2021,55569.9
Evolving Policies,Canada,Imports,2021,6894.359
Evolving Policies,Canada,Exports,2021,46662.21
Evolving Policies,Canada,Net Exports,2021,39767.851
Evolving Policies,Canada,Net Interprovincial Out-Flows,2021,1389.25
Evolving Policies,Manitoba,Interprovincial In-Flows,2021,0
Evolving Policies,Manitoba,Interprovincial Out-Flows,2021,2503.398
Evolving Policies,Manitoba,Imports,2021,1337.944
Evolving Policies,Manitoba,Exports,2021,11184.08
Evolving Policies,Manitoba,Net Exports,2021,9846.136
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2021,2503.398
Evolving Policies,New Brunswick,Interprovincial In-Flows,2021,1684.394
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2021,2659.143
Evolving Policies,New Brunswick,Imports,2021,1695.592
Evolving Policies,New Brunswick,Exports,2021,858.48
Evolving Policies,New Brunswick,Net Exports,2021,-837.112
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2021,974.749
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2021,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2021,40599.27
Evolving Policies,Newfoundland and Labrador,Imports,2021,0
Evolving Policies,Newfoundland and Labrador,Exports,2021,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2021,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2021,40599.27
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2021,3494.474
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2021,77.1408
Evolving Policies,Nova Scotia,Imports,2021,0
Evolving Policies,Nova Scotia,Exports,2021,0
Evolving Policies,Nova Scotia,Net Exports,2021,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2021,-3417.3332
Evolving Policies,Ontario,Interprovincial In-Flows,2021,6554.734
Evolving Policies,Ontario,Interprovincial Out-Flows,2021,402.864
Evolving Policies,Ontario,Imports,2021,125.0402
Evolving Policies,Ontario,Exports,2021,10597.02
Evolving Policies,Ontario,Net Exports,2021,10471.9798
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2021,-6151.87
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2021,952.6903
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2021,0
Evolving Policies,Prince Edward Island,Imports,2021,0
Evolving Policies,Prince Edward Island,Exports,2021,0
Evolving Policies,Prince Edward Island,Net Exports,2021,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2021,-952.6903
Evolving Policies,Quebec,Interprovincial In-Flows,2021,38122.58
Evolving Policies,Quebec,Interprovincial Out-Flows,2021,8373.247
Evolving Policies,Quebec,Imports,2021,787.176
Evolving Policies,Quebec,Exports,2021,20558.33
Evolving Policies,Quebec,Net Exports,2021,19771.154
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2021,-29749.333
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2021,2517.682
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2021,0
Evolving Policies,Saskatchewan,Imports,2021,985.3272
Evolving Policies,Saskatchewan,Exports,2021,0
Evolving Policies,Saskatchewan,Net Exports,2021,-985.3272
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2021,-2517.682
Current Policies,Alberta,Interprovincial In-Flows,2022,0
Current Policies,Alberta,Interprovincial Out-Flows,2022,3372.681
Current Policies,Alberta,Imports,2022,0
Current Policies,Alberta,Exports,2022,350.4
Current Policies,Alberta,Net Exports,2022,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2022,3372.681
Current Policies,British Columbia,Interprovincial In-Flows,2022,3211.495
Current Policies,British Columbia,Interprovincial Out-Flows,2022,0
Current Policies,British Columbia,Imports,2022,0
Current Policies,British Columbia,Exports,2022,13729.91
Current Policies,British Columbia,Net Exports,2022,13729.91
Current Policies,British Columbia,Net Interprovincial Out-Flows,2022,-3211.495
Current Policies,Canada,Interprovincial In-Flows,2022,53092.37
Current Policies,Canada,Interprovincial Out-Flows,2022,54453.71
Current Policies,Canada,Imports,2022,6308.218
Current Policies,Canada,Exports,2022,48545.23
Current Policies,Canada,Net Exports,2022,42237.012
Current Policies,Canada,Net Interprovincial Out-Flows,2022,1361.34
Current Policies,Manitoba,Interprovincial In-Flows,2022,307.6164
Current Policies,Manitoba,Interprovincial Out-Flows,2022,2190
Current Policies,Manitoba,Imports,2022,0
Current Policies,Manitoba,Exports,2022,8509.608
Current Policies,Manitoba,Net Exports,2022,8509.608
Current Policies,Manitoba,Net Interprovincial Out-Flows,2022,1882.3836
Current Policies,New Brunswick,Interprovincial In-Flows,2022,1019.098
Current Policies,New Brunswick,Interprovincial Out-Flows,2022,4266.993
Current Policies,New Brunswick,Imports,2022,2992.86
Current Policies,New Brunswick,Exports,2022,858.48
Current Policies,New Brunswick,Net Exports,2022,-2134.38
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2022,3247.895
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2022,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2022,36694.35
Current Policies,Newfoundland and Labrador,Imports,2022,0
Current Policies,Newfoundland and Labrador,Exports,2022,0
Current Policies,Newfoundland and Labrador,Net Exports,2022,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2022,36694.35
Current Policies,Nova Scotia,Interprovincial In-Flows,2022,3497.525
Current Policies,Nova Scotia,Interprovincial Out-Flows,2022,74.2421
Current Policies,Nova Scotia,Imports,2022,0
Current Policies,Nova Scotia,Exports,2022,0
Current Policies,Nova Scotia,Net Exports,2022,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2022,-3423.2829
Current Policies,Ontario,Interprovincial In-Flows,2022,5978.7
Current Policies,Ontario,Interprovincial Out-Flows,2022,436.9516
Current Policies,Ontario,Imports,2022,2034.505
Current Policies,Ontario,Exports,2022,8532.691
Current Policies,Ontario,Net Exports,2022,6498.186
Current Policies,Ontario,Net Interprovincial Out-Flows,2022,-5541.7484
Current Policies,Prince Edward Island,Interprovincial In-Flows,2022,932.4433
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2022,0
Current Policies,Prince Edward Island,Imports,2022,0
Current Policies,Prince Edward Island,Exports,2022,0
Current Policies,Prince Edward Island,Net Exports,2022,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2022,-932.4433
Current Policies,Quebec,Interprovincial In-Flows,2022,35933.37
Current Policies,Quebec,Interprovincial Out-Flows,2022,7102.987
Current Policies,Quebec,Imports,2022,1197.144
Current Policies,Quebec,Exports,2022,16196.23
Current Policies,Quebec,Net Exports,2022,14999.086
Current Policies,Quebec,Net Interprovincial Out-Flows,2022,-28830.383
Current Policies,Saskatchewan,Interprovincial In-Flows,2022,2212.119
Current Policies,Saskatchewan,Interprovincial Out-Flows,2022,315.504
Current Policies,Saskatchewan,Imports,2022,83.7094
Current Policies,Saskatchewan,Exports,2022,367.92
Current Policies,Saskatchewan,Net Exports,2022,284.2106
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2022,-1896.615
Evolving Policies,Alberta,Interprovincial In-Flows,2022,1169.154
Evolving Policies,Alberta,Interprovincial Out-Flows,2022,429.24
Evolving Policies,Alberta,Imports,2022,0
Evolving Policies,Alberta,Exports,2022,350.4
Evolving Policies,Alberta,Net Exports,2022,350.4
Evolving Policies,Alberta,Net Interprovincial Out-Flows,2022,-739.914
Evolving Policies,British Columbia,Interprovincial In-Flows,2022,341.64
Evolving Policies,British Columbia,Interprovincial Out-Flows,2022,1199.132
Evolving Policies,British Columbia,Imports,2022,0
Evolving Policies,British Columbia,Exports,2022,14596.82
Evolving Policies,British Columbia,Net Exports,2022,14596.82
Evolving Policies,British Columbia,Net Interprovincial Out-Flows,2022,857.492
Evolving Policies,Canada,Interprovincial In-Flows,2022,55691.03
Evolving Policies,Canada,Interprovincial Out-Flows,2022,57119
Evolving Policies,Canada,Imports,2022,3883.127
Evolving Policies,Canada,Exports,2022,57777.05
Evolving Policies,Canada,Net Exports,2022,53893.923
Evolving Policies,Canada,Net Interprovincial Out-Flows,2022,1427.97
Evolving Policies,Manitoba,Interprovincial In-Flows,2022,0
Evolving Policies,Manitoba,Interprovincial Out-Flows,2022,3786.428
Evolving Policies,Manitoba,Imports,2022,0
Evolving Policies,Manitoba,Exports,2022,12376.18
Evolving Policies,Manitoba,Net Exports,2022,12376.18
Evolving Policies,Manitoba,Net Interprovincial Out-Flows,2022,3786.428
Evolving Policies,New Brunswick,Interprovincial In-Flows,2022,738.0986
Evolving Policies,New Brunswick,Interprovincial Out-Flows,2022,3175.737
Evolving Policies,New Brunswick,Imports,2022,1708.2
Evolving Policies,New Brunswick,Exports,2022,858.48
Evolving Policies,New Brunswick,Net Exports,2022,-849.72
Evolving Policies,New Brunswick,Net Interprovincial Out-Flows,2022,2437.6384
Evolving Policies,Newfoundland and Labrador,Interprovincial In-Flows,2022,0
Evolving Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2022,40651.73
Evolving Policies,Newfoundland and Labrador,Imports,2022,0
Evolving Policies,Newfoundland and Labrador,Exports,2022,0
Evolving Policies,Newfoundland and Labrador,Net Exports,2022,0
Evolving Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2022,40651.73
Evolving Policies,Nova Scotia,Interprovincial In-Flows,2022,3539.397
Evolving Policies,Nova Scotia,Interprovincial Out-Flows,2022,75.6914
Evolving Policies,Nova Scotia,Imports,2022,0
Evolving Policies,Nova Scotia,Exports,2022,0
Evolving Policies,Nova Scotia,Net Exports,2022,0
Evolving Policies,Nova Scotia,Net Interprovincial Out-Flows,2022,-3463.7056
Evolving Policies,Ontario,Interprovincial In-Flows,2022,6583
Evolving Policies,Ontario,Interprovincial Out-Flows,2022,367.92
Evolving Policies,Ontario,Imports,2022,410.3918
Evolving Policies,Ontario,Exports,2022,7094.823
Evolving Policies,Ontario,Net Exports,2022,6684.4312
Evolving Policies,Ontario,Net Interprovincial Out-Flows,2022,-6215.08
Evolving Policies,Prince Edward Island,Interprovincial In-Flows,2022,1000.053
Evolving Policies,Prince Edward Island,Interprovincial Out-Flows,2022,0
Evolving Policies,Prince Edward Island,Imports,2022,0
Evolving Policies,Prince Edward Island,Exports,2022,0
Evolving Policies,Prince Edward Island,Net Exports,2022,0
Evolving Policies,Prince Edward Island,Net Interprovincial Out-Flows,2022,-1000.053
Evolving Policies,Quebec,Interprovincial In-Flows,2022,38551.05
Evolving Policies,Quebec,Interprovincial Out-Flows,2022,7433.128
Evolving Policies,Quebec,Imports,2022,1170.179
Evolving Policies,Quebec,Exports,2022,22368.59
Evolving Policies,Quebec,Net Exports,2022,21198.411
Evolving Policies,Quebec,Net Interprovincial Out-Flows,2022,-31117.922
Evolving Policies,Saskatchewan,Interprovincial In-Flows,2022,3768.637
Evolving Policies,Saskatchewan,Interprovincial Out-Flows,2022,0
Evolving Policies,Saskatchewan,Imports,2022,594.3564
Evolving Policies,Saskatchewan,Exports,2022,131.76
Evolving Policies,Saskatchewan,Net Exports,2022,-462.5964
Evolving Policies,Saskatchewan,Net Interprovincial Out-Flows,2022,-3768.637
Current Policies,Alberta,Interprovincial In-Flows,2023,0
Current Policies,Alberta,Interprovincial Out-Flows,2023,4148.296
Current Policies,Alberta,Imports,2023,0
Current Policies,Alberta,Exports,2023,350.4
Current Policies,Alberta,Net Exports,2023,350.4
Current Policies,Alberta,Net Interprovincial Out-Flows,2023,4148.296
Current Policies,British Columbia,Interprovincial In-Flows,2023,3967.72
Current Policies,British Columbia,Interprovincial Out-Flows,2023,0
Current Policies,British Columbia,Imports,2023,24.5044
Current Policies,British Columbia,Exports,2023,11776.59
Current Policies,British Columbia,Net Exports,2023,11752.0856
Current Policies,British Columbia,Net Interprovincial Out-Flows,2023,-3967.72
Current Policies,Canada,Interprovincial In-Flows,2023,54557.23
Current Policies,Canada,Interprovincial Out-Flows,2023,55956.13
Current Policies,Canada,Imports,2023,10861.13
Current Policies,Canada,Exports,2023,38527.76
Current Policies,Canada,Net Exports,2023,27666.63
Current Policies,Canada,Net Interprovincial Out-Flows,2023,1398.9
Current Policies,Manitoba,Interprovincial In-Flows,2023,307.6164
Current Policies,Manitoba,Interprovincial Out-Flows,2023,2210.489
Current Policies,Manitoba,Imports,2023,0
Current Policies,Manitoba,Exports,2023,8035.082
Current Policies,Manitoba,Net Exports,2023,8035.082
Current Policies,Manitoba,Net Interprovincial Out-Flows,2023,1902.8726
Current Policies,New Brunswick,Interprovincial In-Flows,2023,1103.216
Current Policies,New Brunswick,Interprovincial Out-Flows,2023,4252.816
Current Policies,New Brunswick,Imports,2023,3492.823
Current Policies,New Brunswick,Exports,2023,858.48
Current Policies,New Brunswick,Net Exports,2023,-2634.343
Current Policies,New Brunswick,Net Interprovincial Out-Flows,2023,3149.6
Current Policies,Newfoundland and Labrador,Interprovincial In-Flows,2023,0
Current Policies,Newfoundland and Labrador,Interprovincial Out-Flows,2023,36936.47
Current Policies,Newfoundland and Labrador,Imports,2023,0
Current Policies,Newfoundland and Labrador,Exports,2023,0
Current Policies,Newfoundland and Labrador,Net Exports,2023,0
Current Policies,Newfoundland and Labrador,Net Interprovincial Out-Flows,2023,36936.47
Current Policies,Nova Scotia,Interprovincial In-Flows,2023,3488.297
Current Policies,Nova Scotia,Interprovincial Out-Flows,2023,73.289
Current Policies,Nova Scotia,Imports,2023,0
Current Policies,Nova Scotia,Exports,2023,0
Current Policies,Nova Scotia,Net Exports,2023,0
Current Policies,Nova Scotia,Net Interprovincial Out-Flows,2023,-3415.008
Current Policies,Ontario,Interprovincial In-Flows,2023,6394.233
Current Policies,Ontario,Interprovincial Out-Flows,2023,402.864
Current Policies,Ontario,Imports,2023,5963.559
Current Policies,Ontario,Exports,2023,1419.408
Current Policies,Ontario,Net Exports,2023,-4544.151
Current Policies,Ontario,Net Interprovincial Out-Flows,2023,-5991.369
Current Policies,Prince Edward Island,Interprovincial In-Flows,2023,946.8447
Current Policies,Prince Edward Island,Interprovincial Out-Flows,2023,0
Current Policies,Prince Edward Island,Imports,2023,0
Current Policies,Prince Edward Island,Exports,2023,0
Current Policies,Prince Edward Island,Net Exports,2023,0
Current Policies,Prince Edward Island,Net Interprovincial Out-Flows,2023,-946.8447
Current Policies,Quebec,Interprovincial In-Flows,2023,36117.21
Current Policies,Quebec,Interprovincial Out-Flows,2023,7616.403
Current Policies,Quebec,Imports,2023,1197.144
Current Policies,Quebec,Exports,2023,15768
Current Policies,Quebec,Net Exports,2023,14570.856
Current Policies,Quebec,Net Interprovincial Out-Flows,2023,-28500.807
Current Policies,Saskatchewan,Interprovincial In-Flows,2023,2232.096
Current Policies,Saskatchewan,Interprovincial Out-Flows,2023,315.504
Current Policies,Saskatchewan,Imports,2023,183.1016
Current Policies,Saskatchewan,Exports,2023,319.7969
Current Policies,Saskatchewan,Net Exports,2023,136.6953
Current Policies,Saskatchewan,Net Interprovincial Out-Flows,2023,-1916.592
Evolving Policies,Alberta,Interprovincial In-Flows,2023,301.753
Evolving Policies,Alberta,Interprovincial Out-Flows,2023,692.76
